trace	ok	max_rhat	min_ess_bulk	divergences	chains	draws	n_par	worst_par	family	constrained	bauer_commit	size_gb
chf-weber-n2	True	1.01	740.0	279	4	3000	12	chf_risky_prior_mu_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5920204352587461
chf-weber-null	True	1.0	2370.0	246	4	3000	12	chf_mem_weber_sd_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.499022850766778
chf-weber-nullind	True	1.01	1579.0	242	4	3000	12	chf_risky_prior_mu_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.49677489791065454
chf-weber-perc	False	1.04	77.0	415	4	3000	12	chf_perc_weber_sd_mu[stimulation_condition[T.vertex]]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5885301250964403
chf-weber-percmem	False	1.08	31.0	983	4	3000	12	chf_perc_weber_sd_mu[stimulation_condition[T.vertex]]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5746762109920382
log-affine-mem.klw	True	1.0	2646.0	3	4	3000	16	log_mem_affine_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6135908728465438
log-affine-mem.pathfinder	True	1.0	1523.0	0	8	3000	16	log_mem_affine_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2263835100457072
log-affine-mem	False	1.42	8.0	0	4	3000	16	log_safe_prior_sd_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6138951322063804
log-affine-n1.klw	True	1.0	1318.0	27	4	3000	16	log_n1_affine_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6135250283405185
log-affine-n1.pathfinder	True	1.01	871.0	0	8	3000	16	log_n1_affine_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.22628238145262
log-affine-n1	False	1.42	8.0	5	4	3000	16	log_safe_prior_sd_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6138391103595495
log-affine-n1n2.klw	False	1.12	21.0	6	4	3000	16	log_n1_affine_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6263169497251511
log-affine-n1n2.pathfinder.klw	False	1.12	42.0	10	8	3000	16	log_n1_affine_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2511727884411812
log-affine-n1n2.pathfinder.ss1-ts1	False	1.12	42.0	0	8	3000	16	log_n1_affine_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2512482395395637
log-affine-n1n2.pathfinder	False	1.15	35.0	0	8	3000	16	log_n1_affine_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2511666230857372
log-affine-n1n2	False	1.01	266.0	0	4	3000	16	log_n1_affine_sd7_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6262780511751771
log-affine-n2.klw	False	1.04	90.0	8	4	3000	16	log_n1_affine_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.613902504555881
log-affine-n2.pathfinder	False	1.1	49.0	0	8	3000	16	log_n1_affine_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.226317685097456
log-affine-n2	False	1.46	8.0	2	4	3000	16	log_safe_prior_mu_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.613855391740799
log-affine-n2psd	False	1.09	56.0	12	8	3000	16	log_n1_affine_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2506948439404368
log-affine-null.klw	True	1.0	1949.0	55	4	3000	16	log_mem_affine_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5115958834066987
log-affine-null	True	1.0	1931.0	0	4	3000	16	log_mem_affine_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.512353747151792
log-affine-nullind.klw	True	1.01	894.0	9	4	3000	16	log_n1_affine_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5123246936127543
log-affine-nullind	True	1.0	1620.0	0	4	3000	16	log_n1_affine_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5123148635029793
log-affine-perc.klw	True	1.0	1954.0	19	4	3000	16	log_mem_affine_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6132022440433502
log-affine-perc.pathfinder	True	1.0	3787.0	0	8	3000	16	log_mem_affine_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2262334795668721
log-affine-perc	False	1.52	7.0	1	4	3000	16	log_safe_prior_sd_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6138269836083055
log-affine-percmem.klw	True	1.0	2112.0	2	4	3000	16	log_mem_affine_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6262918002903461
log-affine-percmem.pathfinder	False	1.22	26.0	0	8	3000	16	log_safe_prior_sd_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2511886432766914
log-affine-percmem	True	1.0	3047.0	0	4	3000	16	log_mem_affine_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6262858994305134
log-cspl3-percmem.pathfinder	True	1.0	3362.0	0	8	3000	20	log_mem_cspl3_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.3008918687701225
log-cspl5-n1n2.pathfinder	True	1.0	4676.0	0	8	3000	28	log_n1_cspl5_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.3999744858592749
log-cspl5-percmem.pathfinder	True	1.0	4816.0	0	8	3000	28	log_mem_cspl5_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.4001307236030698
log-cspl7-percmem.pathfinder	True	1.0	4871.0	0	8	3000	36	log_mem_cspl7_sd10_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.499607490375638
log-genweber-mem.klw	True	1.0	4248.0	9	4	3000	16	log_mem_genweber_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6136819934472442
log-genweber-mem	True	1.0	2849.0	0	4	3000	16	log_mem_genweber_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6138898627832532
log-genweber-n1.klw	False	1.06	40.0	20	4	3000	16	log_n2_genweber_sd112_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6135703101754189
log-genweber-n1	True	1.01	642.0	0	4	3000	16	log_n2_genweber_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6138447560369968
log-genweber-n1n2.klw	False	1.14	18.0	33	4	3000	16	log_n2_genweber_sd112_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6262271860614419
log-genweber-n1n2.pathfinder.ss1-ts1	False	1.02	339.0	0	8	3000	16	log_n1_genweber_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2513019433245063
log-genweber-n1n2	False	1.03	297.0	2	4	3000	16	log_n1_genweber_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.626201487146318
log-genweber-n2.klw	False	1.04	72.0	6	4	3000	16	log_risky_prior_mu_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6139450566843152
log-genweber-n2	False	1.01	273.0	1	4	3000	16	log_n1_genweber_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6138551142066717
log-genweber-null.klw	True	1.0	2728.0	9	4	3000	16	log_mem_genweber_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5121728619560599
log-genweber-null	True	1.0	2410.0	0	4	3000	16	log_mem_genweber_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5123514384031296
log-genweber-nullind.klw	False	1.1	27.0	30	4	3000	16	log_risky_prior_mu_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5123870903626084
log-genweber-nullind	False	1.07	33.0	1	4	3000	16	log_n1_genweber_sd7_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5123401647433639
log-genweber-perc.klw	True	1.0	1367.0	21	4	3000	16	log_mem_genweber_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6138308085501194
log-genweber-perc	True	1.0	4043.0	0	4	3000	16	log_mem_genweber_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6137775154784322
log-genweber-percmem.klw	True	1.0	885.0	11	4	3000	16	log_mem_genweber_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6263346895575523
log-genweber-percmem	True	1.0	3684.0	0	4	3000	16	log_mem_genweber_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6263013016432524
log-power-mem.klw	True	1.0	2643.0	6	4	3000	16	log_mem_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6132883373647928
log-power-mem	True	1.0	3543.0	0	4	3000	16	log_mem_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6138373613357544
log-power-n1.klw	False	1.02	574.0	35	4	3000	16	log_risky_prior_mu_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6135365618392825
log-power-n1	True	1.01	1204.0	0	4	3000	16	log_n2_power_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.613721065223217
log-power-n1n2.klw	False	1.38	9.0	13	4	3000	16	log_n2_power_sd112_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.626280914992094
log-power-n1n2.pathfinder.klw.ev	False	1.04	140.0	10	8	3000	16	log_n1_power_sd7_sd[Intercept]	-	-		1.2513428563252091
log-power-n1n2.pathfinder.klw.free	False	1.08	62.0	1	8	3000	18	log_n1_power_sd7_sd[Intercept]	-	-		1.2637232663109899
log-power-n1n2.pathfinder.klw	False	1.15	36.0	33	8	3000	16	log_n1_power_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2504594335332513
log-power-n1n2.pathfinder.spm0.4	False	1.15	34.0	0	8	3000	16	log_n1_power_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.251169003546238
log-power-n1n2.pathfinder.ss0.25-ts1	False	1.17	31.0	1	8	3000	16	log_n1_power_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2512065907940269
log-power-n1n2.pathfinder.ss1-ts0.3	False	1.11	46.0	0	8	3000	16	log_n1_power_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2511898018419743
log-power-n1n2.pathfinder.ss1-ts1	False	1.11	46.0	0	8	3000	16	log_n1_power_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2512123761698604
log-power-n1n2	True	1.0	1727.0	0	4	3000	16	log_n1_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6262933202087879
log-power-n1n2pmu.klw	False	1.18	15.0	4	4	3000	16	log_n1_power_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6388192242011428
log-power-n1n2pmu.pathfinder.klw	False	1.21	26.0	1	8	3000	16	log_n1_power_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2762061627581716
log-power-n1n2pmu	False	1.52	7.0	14	4	3000	16	log_safe_prior_mu_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6385886939242482
log-power-n1n2pmusd	False	1.16	36.0	0	8	3000	16	log_n1_power_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.300996352918446
log-power-n1n2psd.klw	False	1.2	14.0	10	4	3000	16	log_n1_power_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6386625310406089
log-power-n1n2psd.pathfinder.klw	False	1.13	38.0	2	8	3000	16	log_n1_power_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2760406788438559
log-power-n1n2psd	True	1.0	1190.0	0	4	3000	16	log_n1_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6386806536465883
log-power-n1n2x.pathfinder.klw.ev	True	1.01	1370.0	2	8	3000	16	log_n1_power_sd7_sd[Intercept]	-	-		1.350324190221727
log-power-n1n2x.pathfinder.klw.free	True	1.01	1322.0	0	8	3000	18	log_n1_power_sd7_sd[Intercept]	-	-		1.362859464250505
log-power-n1n2x.pathfinder.klw	True	1.01	956.0	1	8	3000	16	log_n1_power_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.35038439091295
log-power-n1n2x.pathfinder	True	1.01	773.0	0	8	3000	16	log_n1_power_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.350451735779643
log-power-n1psd	True	1.0	2098.0	0	8	3000	16	log_n1_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.251083088107407
log-power-n2.klw	False	1.3	10.0	6	4	3000	16	log_n2_power_sd112_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6139135044068098
log-power-n2	False	1.1	27.0	0	4	3000	16	log_risky_prior_mu_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.613843260332942
log-power-n2pmusd	False	1.1	49.0	5	8	3000	16	log_n1_power_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2760971253737807
log-power-n2psd	False	1.07	70.0	10	8	3000	16	log_n1_power_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.251021527685225
log-power-n2x.pathfinder.klw	False	1.04	146.0	5	8	3000	16	log_n2_power_sd112_sd[stimulation_condition[T.vertex]]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.275947873480618
log-power-n2x.pathfinder	False	1.02	414.0	1	8	3000	16	log_n2_power_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.275888449512422
log-power-null.klw	True	1.0	2422.0	64	4	3000	16	log_mem_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5116530423983932
log-power-null.pathfinder	True	1.0	5722.0	0	8	3000	16	log_mem_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.0234792809933424
log-power-null	False	1.47	8.0	1	4	3000	16	log_safe_prior_mu_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5123714376240969
log-power-nullind.klw	True	1.01	496.0	88	4	3000	16	log_n1_power_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.510061408393085
log-power-nullind.pathfinder.klw.ev	True	1.0	2849.0	3	8	3000	16	log_n1_power_sd112_mu[Intercept]	-	-		1.0236276434734464
log-power-nullind.pathfinder.klw.free	True	1.0	3250.0	0	8	3000	18	log_n1_power_sd112_mu[Intercept]	-	-		1.0359606742858887
log-power-nullind	True	1.0	2327.0	0	4	3000	16	log_n1_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.5123194940388203
log-power-perc.klw	True	1.0	2176.0	2	4	3000	16	log_mem_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6138327103108168
log-power-perc	True	1.0	3346.0	0	4	3000	16	log_mem_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6137606520205736
log-power-percmem.klw	True	1.0	1765.0	5	4	3000	16	log_mem_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6263167448341846
log-power-percmem.pathfinder.klw.ev	True	1.0	3128.0	1	8	3000	16	log_mem_power_sd112_mu[Intercept]	-	-		1.2511602835729718
log-power-percmem.pathfinder.klw.free	True	1.0	4564.0	0	8	3000	18	log_mem_power_sd112_mu[Intercept]	-	-		1.2637903215363622
log-power-percmem.pathfinder.ss1-ts1	True	1.0	3270.0	0	8	3000	16	log_mem_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2512199860066175
log-power-percmem	True	1.0	2549.0	0	4	3000	16	log_mem_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6262413440272212
log-power-percmempsd.pathfinder.klw	True	1.0	3145.0	27	8	3000	16	log_mem_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2758776182308793
log-power-percmempsd.pathfinder	True	1.0	4695.0	0	8	3000	16	log_mem_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2761424100026488
log-power-percmemx.pathfinder.klw	True	1.01	2153.0	0	8	3000	16	log_risky_prior_sd_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.3505473555997014
log-power-percmemx.pathfinder	True	1.0	2549.0	0	8	3000	16	log_mem_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.3505030358210206
log-power-percpsd.pathfinder.klw	True	1.0	3224.0	1	8	3000	16	log_mem_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2511313585564494
log-power-percpsd.pathfinder	True	1.0	4823.0	0	8	3000	16	log_mem_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2512072557583451
log-power-percx.pathfinder.klw	True	1.01	2150.0	0	8	3000	16	log_risky_prior_sd_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2759285559877753
log-power-percx.pathfinder	True	1.0	2586.0	0	8	3000	16	log_mem_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2759058186784387
log-power-pmu.klw	False	1.52	7.0	6	4	3000	16	log_risky_prior_mu_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6137952012941241
log-power-pmu	True	1.0	1929.0	0	4	3000	16	log_n1_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6137209516018629
log-power-pmusd.klw	True	1.0	1779.0	26	4	3000	16	log_n1_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6263017449527979
log-power-pmusd	True	1.0	2031.0	0	4	3000	16	log_n1_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6261852253228426
log-power-psd.klw	True	1.0	972.0	147	4	3000	16	log_n1_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6100940341129899
log-power-psd.pathfinder.klw	True	1.0	2253.0	39	8	3000	16	log_n1_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.226121828891337
log-power-psd	True	1.0	1061.0	3	4	3000	16	log_n1_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6135985665023327
log-power-spmusd.pathfinder.klw	True	1.0	3934.0	2	8	3000	16	log_mem_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2510626409202814
log-power-spmusd.pathfinder	True	1.0	4564.0	0	8	3000	16	log_mem_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2511690380051732
log-power-spsd.pathfinder.klw	True	1.0	4176.0	4	8	3000	16	log_mem_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.226102713495493
log-power-spsd.pathfinder	True	1.0	5920.0	0	8	3000	16	log_mem_power_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.2262066267430782
log-spl3-mem.klw	True	1.0	2390.0	13	4	3000	20	log_mem_spl3_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6325887702405453
log-spl3-mem	True	1.0	1548.0	0	4	3000	20	log_mem_spl3_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.632562187500298
log-spl3-n1.klw	True	1.0	1808.0	4	4	3000	20	log_n1_spl3_sd112_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.632321797311306
log-spl3-n1	True	1.01	562.0	0	4	3000	20	log_n1_spl3_sd20_sd[stimulation_condition[T.vertex]]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6324270404875278
log-spl3-n1n2.klw	False	1.04	65.0	96	4	3000	20	log_n1_spl3_sd7_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6485896920785308
log-spl3-n1n2.pathfinder.klw.ev	False	1.1	48.0	0	8	3000	20	log_n2_spl3_sd7_sd[Intercept]	-	-		1.3010988608002663
log-spl3-n1n2.pathfinder.klw.free	False	1.07	75.0	2	8	3000	22	log_safe_prior_mu_sd[Intercept]	-	-		1.313438662327826
log-spl3-n1n2.pathfinder.klw	False	1.04	122.0	1	8	3000	20	log_n1_spl3_sd7_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.3010216215625405
log-spl3-n1n2.pathfinder.ss1-ts1	False	1.09	57.0	0	8	3000	20	log_n1_spl3_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.3009480191394687
log-spl3-n1n2.pathfinder	False	1.05	94.0	0	8	3000	20	log_n1_spl3_sd7_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	1.3008664045482874
log-spl3-n1n2	False	1.07	39.0	0	4	3000	20	log_n1_spl3_sd7_sd[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6511883428320289
log-spl3-n1n2pmu	True	1.01	642.0	0	4	3000	20	log_n1_spl3_sd7_mu[Intercept]	-	-	93c2e9ae968b2ac5c12859a63bee731d3e3a71a1	0.6636305619031191
